,title,link,author,author_link,date
147,Motion sickness in automated vehicles with forward and rearward facing seating orientations,https://pureportal.coventry.ac.uk/en/publications/motion-sickness-in-automated-vehicles-with-forward-and-rearward-f,"Herriotts, P.",https://pureportal.coventry.ac.uk/en/persons/paul-herriotts,Jul 2019
148,Motion Sickness Prediction Device for Automated Vehicles,https://pureportal.coventry.ac.uk/en/publications/motion-sickness-prediction-device-for-automated-vehicles,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake,21 May 2019
149,mRNA levels are buffered upon knockdown of RNA decay and translation factors via adjustment of transcription rates in human HepG2 cells,https://pureportal.coventry.ac.uk/en/publications/mrna-levels-are-buffered-upon-knockdown-of-rna-decay-and-translat,"James, R.",https://pureportal.coventry.ac.uk/en/persons/rob-james,2 Sep 2019
150,Novel Isokinetic Dynamometry of the Thigh Musculature During Anterior Cruciate Ligament Rehabilitation in Professional Soccer: An Explorative Case Study,https://pureportal.coventry.ac.uk/en/publications/novel-isokinetic-dynamometry-of-the-thigh-musculature-during-ante,"Eustace, S.",https://pureportal.coventry.ac.uk/en/persons/steven-eustace,Mar 2019
151,Peer-to-peer teaching: Experience of 3rd year undergraduate sports therapy students and impact upon applied academic performance,https://pureportal.coventry.ac.uk/en/publications/peer-to-peer-teaching-experience-of-3rd-year-undergraduate-sports,"Morgan, R.",https://pureportal.coventry.ac.uk/en/persons/richard-morgan-2,Nov 2019
152,Plasmid-based gap-repair recombineered transgenes reveal a central role for introns in mutually exclusive alternative splicing in Down Syndrome Cell Adhesion Molecule exon 4,https://pureportal.coventry.ac.uk/en/publications/plasmid-based-gap-repair-recombineered-transgenes-reveal-a-centra,,,20 Feb 2019
153,"Polyphenols as Natural Antioxidants: Sources, Extraction and Applications in Food, Cosmetics and Drugs",https://pureportal.coventry.ac.uk/en/publications/polyphenols-as-natural-antioxidants-sources-extraction-and-applic,,,9 Jul 2019
154,"Preclinical toxicology and safety pharmacology of the first-in-class GADD45β/MKK7 inhibitor and clinical candidate, DTP3",https://pureportal.coventry.ac.uk/en/publications/preclinical-toxicology-and-safety-pharmacology-of-the-first-in-cl,,,2019
155,"Prevalence of Overweight and Obesity in Elementary School Students of Vitória, ES",https://pureportal.coventry.ac.uk/en/publications/prevalence-of-overweight-and-obesity-in-elementary-school-student,"Guimaraes Ferreira, L.",https://pureportal.coventry.ac.uk/en/persons/lucas-guimaraes-ferreira-2,31 Mar 2019
156,Protein engineering of Pseudomonas fluorescens peroxidase Dyp1B for oxidation of phenolic and polymeric lignin substrates,https://pureportal.coventry.ac.uk/en/publications/protein-engineering-of-pseudomonas-fluorescens-peroxidase-dyp1b-f,"Ehibhatiomhan, A.",https://pureportal.coventry.ac.uk/en/persons/austine-ehibhatiomhan,Apr 2019
157,"Research Tracker 6 accelerometer calibration and validation in comparison to GENEActiv, ActiGraph, and gas analysis in young adults",https://pureportal.coventry.ac.uk/en/publications/research-tracker-6-accelerometer-calibration-and-validation-in-co,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre,2019
158,Salsa Dance and Perceived Mental Health Benefits: A Servant Leadership Theory-Driven Study,https://pureportal.coventry.ac.uk/en/publications/salsa-dance-and-perceived-mental-health-benefits-a-servant-leader,"Domene, P. A.",https://pureportal.coventry.ac.uk/en/persons/pablo-domene,1 Oct 2019
159,Sequencing effects of object control and locomotor skill during Integrated Neuromuscular Training in 6-7 year old children,https://pureportal.coventry.ac.uk/en/publications/sequencing-effects-of-object-control-and-locomotor-skill-during-i,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,Aug 2019
160,"The antimicrobial efficacy of hypoxia mimicking cobalt oxide doped phosphate-based glasses against clinically relevant Gram positive, Gram negative bacteria and a fungal strain",https://pureportal.coventry.ac.uk/en/publications/the-antimicrobial-efficacy-of-hypoxia-mimicking-cobalt-oxide-dope,"Burke, B.",https://pureportal.coventry.ac.uk/en/persons/bernie-burke,14 Jan 2019
161,The beneficial health effects of green tea amino acid L-Theanine in animal models; promises and prospects for human trials,https://pureportal.coventry.ac.uk/en/publications/the-beneficial-health-effects-of-green-tea-amino-acid-l-theanine-,,,1 Mar 2019
162,The effect of absolute exercise intensity on core temperature responses of athletes with a spinal cord injury,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-absolute-exercise-intensity-on-core-temperature-res,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price,1 Jan 2019
163,The effect of acute caffeine ingestion on upper and lower body anaerobic exercise performance,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-acute-caffeine-ingestion-on-upper-and-lower-body-an,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,26 Nov 2019
164,The effect of acute caffeine ingestion on upper body anaerobic exercise and cognitive performance,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-acute-caffeine-ingestion-on-upper-body-anaerobic-ex,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,Jan 2019
165,The effect of different drying techniques on phytochemical content and in vitro antioxidant properties of Australian-grown prickly pears (Opuntia ficus indica),https://pureportal.coventry.ac.uk/en/publications/the-effect-of-different-drying-techniques-on-phytochemical-conten,,,Mar 2019
166,The effects of low-volume high-intensity interval training and circuit training on maximal oxygen uptake,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-low-volume-high-intensity-interval-training-and-ci,"Gleadall-Siddall, D.",https://pureportal.coventry.ac.uk/en/persons/damien-gleadall-siddall,1 Aug 2019
167,The future development pathway of strength and conditioning: a proposed model from the UKSCA,https://pureportal.coventry.ac.uk/en/publications/the-future-development-pathway-of-strength-and-conditioning-a-pro,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy,Mar 2019
168,The Influence of Caffeine Expectancies on Simulated Soccer Performance in Recreational Individuals,https://pureportal.coventry.ac.uk/en/publications/the-influence-of-caffeine-expectancies-on-simulated-soccer-perfor,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis,25 Sep 2019
169,The likely effects of thermal climate change on vertebrate skeletal muscle mechanics with possible consequences for animal movement and behaviour,https://pureportal.coventry.ac.uk/en/publications/the-likely-effects-of-thermal-climate-change-on-vertebrate-skelet,"James, R.",https://pureportal.coventry.ac.uk/en/persons/rob-james,31 Oct 2019
170,Therapeutic perceptions in management of transplant athletes at transplant games,https://pureportal.coventry.ac.uk/en/publications/therapeutic-perceptions-in-management-of-transplant-athletes-at-t,"Leddington Wright, S.",https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright,Sep 2019
171,The reliability and validity of the bar-mounted PUSH BandTM 2.0 during bench press with moderate and heavy loads,https://pureportal.coventry.ac.uk/en/publications/the-reliability-and-validity-of-the-bar-mounted-push-bandtm-20-du,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy,2 Dec 2019
172,Thermoregulation during upper body exercise,https://pureportal.coventry.ac.uk/en/publications/thermoregulation-during-upper-body-exercise,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price,1 Jan 2019
173,The tumour suppressing role of the circadian clock,https://pureportal.coventry.ac.uk/en/publications/the-tumour-suppressing-role-of-the-circadian-clock,"Roden, L. C.",https://pureportal.coventry.ac.uk/en/persons/laura-roden,Jul 2019
174,"Tiotropium bromide, a long acting muscarinic receptor antagonist triggers intracellular calcium signalling in the heart",https://pureportal.coventry.ac.uk/en/publications/tiotropium-bromide-a-long-acting-muscarinic-receptor-antagonist-t,"Renshaw, D.",https://pureportal.coventry.ac.uk/en/persons/derek-renshaw,1 Dec 2019
175,Transplantee athlete training characteristics,https://pureportal.coventry.ac.uk/en/publications/transplantee-athlete-training-characteristics,"Leddington Wright, S.",https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright,Feb 2019
176,"Ultrasonic preparation, stability and thermal conductivity of a capped copper - methanol nanofluid",https://pureportal.coventry.ac.uk/en/publications/ultrasonic-preparation-stability-and-thermal-conductivity-of-a-ca,"Graves, J.",https://pureportal.coventry.ac.uk/en/persons/john-graves,1 Jul 2019
177,Ultrasound for improving the preservation of chicken meat,https://pureportal.coventry.ac.uk/en/publications/ultrasound-for-improving-the-preservation-of-chicken-meat,,,Jun 2019
178,Using Theory to Understand the Barriers to Engagement in Group Offending Behavior Programs,https://pureportal.coventry.ac.uk/en/publications/using-theory-to-understand-the-barriers-to-engagement-in-group-of,"Holdsworth, E.",https://pureportal.coventry.ac.uk/en/persons/emma-holdsworth,1 May 2019
179,Viewpoints of adolescents with overweight and obesity attending lifestyle obesity treatment interventions: a qualitative systematic review,https://pureportal.coventry.ac.uk/en/publications/viewpoints-of-adolescents-with-overweight-and-obesity-attending-l,"Jones, H.",https://pureportal.coventry.ac.uk/en/persons/helen-jones,Jan 2019
180,A comparison of a structured home-based rehabilitation programme with conventional supervised pulmonary rehabilitation: A randomised non-inferiority trial,https://pureportal.coventry.ac.uk/en/publications/a-comparison-of-a-structured-home-based-rehabilitation-programme-,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton,2018
181,A gamified and mystery-driven approach for facilitating problem based learning in a postgraduate strength and conditioning module,https://pureportal.coventry.ac.uk/en/publications/a-gamified-and-mystery-driven-approach-for-facilitating-problem-b,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,31 May 2018
182,Age-related Changes in the Natural Killer Cell Response to Seasonal Influenza Vaccination are not Influenced by a Synbiotic; a Randomised Controlled Trial,https://pureportal.coventry.ac.uk/en/publications/age-related-changes-in-the-natural-killer-cell-response-to-season,"Dong, H.",https://pureportal.coventry.ac.uk/en/persons/honglin-dong,22 Mar 2018
183,A Longitudinal Clinical Study of Neurophysiological Responses and Patient-reported Outcomes throughout a Programme of Physiotherapy for Acute & Sub-acute Low Back Pain.,https://pureportal.coventry.ac.uk/en/publications/a-longitudinal-clinical-study-of-neurophysiological-responses-and,,,Jul 2018
184,An evaluation of the antimicrobial effects of phytochemical fractions from Prosopsis africana and Uvaria chamae against Staphylococcus aureus and Pseudomonas aeruginosa,https://pureportal.coventry.ac.uk/en/publications/an-evaluation-of-the-antimicrobial-effects-of-phytochemical-fract,"Aldsworth, T.",https://pureportal.coventry.ac.uk/en/persons/tim-aldsworth,Jul 2018
185,A new intervention model for increasing physical activity levels in fitness centres based on the Behaviour Change Wheel,https://pureportal.coventry.ac.uk/en/publications/a-new-intervention-model-for-increasing-physical-activity-levels-,"Lopez-Fernandez, J.",https://pureportal.coventry.ac.uk/en/persons/jorge-lopez-fernandez,2018
186,A new procedure for the template synthesis of metal nanowires,https://pureportal.coventry.ac.uk/en/publications/a-new-procedure-for-the-template-synthesis-of-metal-nanowires,"Graves, J.",https://pureportal.coventry.ac.uk/en/persons/john-graves,Feb 2018
187,An Exercise-Induced Improvement In Isolated Skeletal Muscle Contractility Does Not Affect The Performance-Enhancing Benefit Of 70 [Mu]M Caffeine Treatment.,https://pureportal.coventry.ac.uk/en/publications/an-exercise-induced-improvement-in-isolated-skeletal-muscle-contr,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis,5 Nov 2018
188,"A qualitative, exploratory study of nurses’ decision-making when interrupted during medication administration within the Paediatric Intensive Care Unit",https://pureportal.coventry.ac.uk/en/publications/a-qualitative-exploratory-study-of-nurses-decision-making-when-in,"Coad, J.",https://pureportal.coventry.ac.uk/en/persons/jane-coad,Feb 2018
189,Assessment of power,https://pureportal.coventry.ac.uk/en/publications/assessment-of-power,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy,Oct 2018
190,Association for Academic Outreach Evidence Submission to the UPP Foundation Civic University Commission 2018 Association for Academic Outreach,https://pureportal.coventry.ac.uk/en/publications/association-for-academic-outreach-evidence-submission-to-the-upp-,"Williams, S.",https://pureportal.coventry.ac.uk/en/persons/sharon-williams,31 Jul 2018
191,A Weekly Structured Physical Activity Program Enhances Short-term Retention Of Middle-aged Adult Fitness Centre Users,https://pureportal.coventry.ac.uk/en/publications/a-weekly-structured-physical-activity-program-enhances-short-term,"Lopez-Fernandez, J.",https://pureportal.coventry.ac.uk/en/persons/jorge-lopez-fernandez,May 2018
192,Cardiorespiratory and perceptual responses to self-regulated and imposed submaximal arm-leg ergometry,https://pureportal.coventry.ac.uk/en/publications/cardiorespiratory-and-perceptual-responses-to-self-regulated-and-,"Hill, M.",https://pureportal.coventry.ac.uk/en/persons/mathew-hill,May 2018
193,Cardiorespiratory fitness and activity explains the obesity-deprivation relationship in children,https://pureportal.coventry.ac.uk/en/publications/cardiorespiratory-fitness-and-activity-explains-the-obesity-depri-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,Jun 2018
194,Carrying heavy asymmetrical loads increases postural sway during quiet standing in older adults,https://pureportal.coventry.ac.uk/en/publications/carrying-heavy-asymmetrical-loads-increases-postural-sway-during-,"Hill, M.",https://pureportal.coventry.ac.uk/en/persons/mathew-hill,Sep 2018
195,Change of direction technical models: biomechanical principles,https://pureportal.coventry.ac.uk/en/publications/change-of-direction-technical-models-biomechanical-principles,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy,2018
196,Children with albinism in African regions: their rights to ‘being’ and ‘doing',https://pureportal.coventry.ac.uk/en/publications/children-with-albinism-in-african-regions-their-rights-to-being-a,"Lund, P.",https://pureportal.coventry.ac.uk/en/persons/patricia-lund,12 Jan 2018
197,Classification of spinal cord injury: The role of thermoregulation,https://pureportal.coventry.ac.uk/en/publications/classification-of-spinal-cord-injury-the-role-of-thermoregulation,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price,Jul 2018
198,Coffee Ingestion Enhances 1-Mile Running Race Performance,https://pureportal.coventry.ac.uk/en/publications/coffee-ingestion-enhances-1-mile-running-race-performance,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke,31 Jul 2018
199,Construct Validity of the Resistance Training Skills Battery in Children aged 7-10 years,https://pureportal.coventry.ac.uk/en/publications/construct-validity-of-the-resistance-training-skills-battery-in-c,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,2018
200,Controlled rupture of magnetic LbL polyelectrolyte capsules and subsequent release of contents employing high intensity focused ultrasound,https://pureportal.coventry.ac.uk/en/publications/controlled-rupture-of-magnetic-lbl-polyelectrolyte-capsules-and-s,,,1 Jun 2018
201,Countdown to the Games: how prepared are you?,https://pureportal.coventry.ac.uk/en/publications/countdown-to-the-games-how-prepared-are-you,"Leddington Wright, S.",https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright,2018
202,CPT1a-dependent long-chain fatty acid oxidation is essential for maintaining glucagon secretion from pancreatic islets,https://pureportal.coventry.ac.uk/en/publications/cpt1a-dependent-long-chain-fatty-acid-oxidation-is-essential-for-,"Dodd, M.",https://pureportal.coventry.ac.uk/en/persons/mike-dodd,12 Jun 2018
203,Diabetes UK evidence-based nutrition guidelines for the prevention and management of diabetes,https://pureportal.coventry.ac.uk/en/publications/diabetes-uk-evidence-based-nutrition-guidelines-for-the-preventio-2,,,16 Apr 2018
204,Dietary approaches for patients with heart failure and diabetes,https://pureportal.coventry.ac.uk/en/publications/dietary-approach-for-patients-with-heart-failure-and-diabetes,,,Aug 2018
205,Doing descriptive phenomenological data collection in sport psychology research,https://pureportal.coventry.ac.uk/en/publications/doing-descriptive-phenomenological-data-collection-in-sport-psych,"O'Halloran, L.",https://pureportal.coventry.ac.uk/en/persons/lisa-ohalloran,2018
206,Effect of long-term nutraceutical and dietary supplement use on cognition in the elderly - A 10-year systematic review of randomised controlled trials,https://pureportal.coventry.ac.uk/en/publications/effect-of-long-term-nutraceutical-and-dietary-supplement-use-on-c,,,14 Feb 2018
207,Effect of Zr Addition on the Corrosion of Ti in Acidic and Reactive Oxygen Species (ROS)-Containing Environments,https://pureportal.coventry.ac.uk/en/publications/effect-of-zr-addition-on-the-corrosion-of-ti-in-acidic-and-reacti,"Burke, B.",https://pureportal.coventry.ac.uk/en/persons/bernie-burke,12 Mar 2018
208,Effects Of A 12-week Structured Exercise Intervention On Cholesterol,https://pureportal.coventry.ac.uk/en/publications/effects-of-a-12-week-structured-exercise-intervention-on-choleste,"Lopez-Fernandez, J.",https://pureportal.coventry.ac.uk/en/persons/jorge-lopez-fernandez,May 2018
209,Effects of Exercise Referral Schemes on Physical Activity - preliminary results,https://pureportal.coventry.ac.uk/en/publications/effects-of-exercise-referral-schemes-on-physical-activity-prelimi,"Rowley, N.",https://pureportal.coventry.ac.uk/en/persons/nikita-rowley,Jun 2018
210,Effects of external loads on postural sway during quiet stance in adults aged 20–80 years,https://pureportal.coventry.ac.uk/en/publications/effects-of-external-loads-on-postural-sway-during-quiet-stance-in,"Hill, M.",https://pureportal.coventry.ac.uk/en/persons/mathew-hill,Jan 2018
211,Ethical issues in health and physical activity research,https://pureportal.coventry.ac.uk/en/publications/ethical-issues-in-health-and-physical-activity-research,,,20 Dec 2018
212,Fatty acids prevent Hypoxia-Inducible Factor 1α signalling in type 2 diabetes,https://pureportal.coventry.ac.uk/en/publications/fatty-acids-prevent-hypoxia-inducible-factor-1%CE%B1-signalling-in-typ,"Dodd, M.",https://pureportal.coventry.ac.uk/en/persons/mike-dodd,Aug 2018
213,Force-time Characteristics of the Countermovement Jump: Analyzing the Curve in Excel,https://pureportal.coventry.ac.uk/en/publications/force-time-characteristics-of-the-countermovement-jump-analyzing-,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy,1 Apr 2018
214,"Fundamental Motor Skills of Children in Deprived Areas of England:  A Focus on Age, Gender and Ethnicity",https://pureportal.coventry.ac.uk/en/publications/fundamental-motor-skills-of-children-in-deprived-areas-of-england,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,13 Aug 2018
215,Fundamental Movement Skills of Children Living in England:  The Role of Ethnicity and Native Language,https://pureportal.coventry.ac.uk/en/publications/fundamental-movement-skills-of-children-living-in-england-the-rol,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre,1 Feb 2018
216,Hemodynamic Instability during Dialysis: The Potential Role of Intradialytic Exercise,https://pureportal.coventry.ac.uk/en/publications/hemodynamic-instability-during-dialysis-the-potential-role-of-int,"McGuire, S.",https://pureportal.coventry.ac.uk/en/persons/scott-mcguire-2,27 Feb 2018
217,Hydrophobically-modified chitosan nanoliposomes for intestinal drug delivery,https://pureportal.coventry.ac.uk/en/publications/hydrophobically-modified-chitosan-nanoliposomes-for-intestinal-dr,"Farnaud, S.",https://pureportal.coventry.ac.uk/en/persons/sebastien-farnaud,27 Sep 2018
218,Identity development in Premier League academy football,https://pureportal.coventry.ac.uk/en/publications/identity-development-in-premier-league-academy-football,"O'Halloran, L.",https://pureportal.coventry.ac.uk/en/persons/lisa-ohalloran,2018
219,Impact of ageing and a synbiotic on the immune response to seasonal influenza vaccination; a randomised controlled trial,https://pureportal.coventry.ac.uk/en/publications/impact-of-ageing-and-a-synbiotic-on-the-immune-response-to-season,"Dong, H.",https://pureportal.coventry.ac.uk/en/persons/honglin-dong,Apr 2018
220,Importance of Propionibacterium acnes hemolytic activity in human intervertebral discs: A microbiological study,https://pureportal.coventry.ac.uk/en/publications/importance-of-propionibacterium-acnes-hemolytic-activity-in-human,"Rollason, J.",https://pureportal.coventry.ac.uk/en/persons/jess-rollason,29 Nov 2018
221,Injury Surveillance of Nonprofessional Salsa Dance,https://pureportal.coventry.ac.uk/en/publications/injury-surveillance-of-nonprofessional-salsa-dance,"Domene, P. A.",https://pureportal.coventry.ac.uk/en/persons/pablo-domene,Oct 2018
222,Investigating the transmissibility of tet(W) in bifidobacteria exposed to acid and bile stress,https://pureportal.coventry.ac.uk/en/publications/investigating-the-transmissibility-of-tetw-in-bifidobacteria-expo,"Amund, D.",https://pureportal.coventry.ac.uk/en/persons/daniel-amund,13 Apr 2018
223,Involvement of mitogen activated kinase kinase 7 intracellular signalling pathway in Sunitinib-induced cardiotoxicity,https://pureportal.coventry.ac.uk/en/publications/involvement-of-mitogen-activated-kinase-kinase-7-intracellular-si,"Sandhu, H.",https://pureportal.coventry.ac.uk/en/persons/hardip-sandhu,1 Feb 2018
224,Macronutrient composition for weight loss in obesity,https://pureportal.coventry.ac.uk/en/publications/macronutrient-composition-for-weight-loss-in-obesity,,,2018
225,Making Waves Final Report: Evaluation of the Making Waves:RIPPLE2 Spread Project,https://pureportal.coventry.ac.uk/en/publications/making-waves-final-report-evaluation-of-the-making-wavesripple2-s,"Sewell, L.",https://pureportal.coventry.ac.uk/en/persons/louise-sewall,30 Apr 2018
226,Microbiota of the gut: Antibiotic-Induced Dysbiosis and the Adverse Effects on Human Health,https://pureportal.coventry.ac.uk/en/publications/microbiota-of-the-gut-antibiotic-induced-dysbiosis-and-the-advers,"Morozov, I.",https://pureportal.coventry.ac.uk/en/persons/igor-morozov,16 Oct 2018
227,Modulation of regulatory T cells by targeting the NFAT-FOXP3 protein: protein interaction,https://pureportal.coventry.ac.uk/en/publications/modulation-of-regulatory-t-cells-by-targeting-the-nfat-foxp3-prot,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee,2018
228,Movement Velocity during High- and Low-Velocity Resistance Exercise Protocols in Older Adults,https://pureportal.coventry.ac.uk/en/publications/movement-velocity-during-high-and-low-velocity-resistance-exercis,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,Jul 2018
229,MTH1 deficiency selectively increases non-cytotoxic oxidative DNA damage in lung cancer cells: more bad news than good?,https://pureportal.coventry.ac.uk/en/publications/mth1-deficiency-selectively-increases-non-cytotoxic-oxidative-dna,"Foster, S.",https://pureportal.coventry.ac.uk/en/persons/steven-foster,16 Apr 2018
230,Next Day Subjective and Objective Recovery Indices Following Acute Low and High Training Loads in Academy Rugby Union Players,https://pureportal.coventry.ac.uk/en/publications/next-day-subjective-and-objective-recovery-indices-following-acut,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon,15 Jun 2018
231,Nickel-based nanoparticles for carbon monoxide gas sensing applications,https://pureportal.coventry.ac.uk/en/publications/nickel-based-nanoparticles-for-carbon-monoxide-gas-sensing-applic,"Tarttelin Hernandez, P.",https://pureportal.coventry.ac.uk/en/persons/paula-tarttelin-hernandez,2018
232,Nutritional Guidelines are we getting them so wrong or are we getting lost in translation?,https://pureportal.coventry.ac.uk/en/publications/nutritional-guidelines-are-we-getting-them-so-wrong-or-are-we-get,,,1 Jun 2018
233,Pectin coating of titanium and polystyrene surfaces modulates the macrophage inflammatory response,https://pureportal.coventry.ac.uk/en/publications/pectin-coating-of-titanium-and-polystyrene-surfaces-modulates-the,"Burke, B.",https://pureportal.coventry.ac.uk/en/persons/bernie-burke,21 May 2018
234,PHENOS: a high-throughput and flexible tool for microorganism growth phenotyping on solid media,https://pureportal.coventry.ac.uk/en/publications/phenos-a-high-throughput-and-flexible-tool-for-microorganism-grow,"Foster, S.",https://pureportal.coventry.ac.uk/en/persons/steven-foster,24 Jan 2018
235,Physiological Responses to Treadmill Running With Body Weight Support in Hypoxia Compared With Normoxia,https://pureportal.coventry.ac.uk/en/publications/physiological-responses-to-treadmill-running-with-body-weight-sup,"Lee, B. J.",https://pureportal.coventry.ac.uk/en/persons/ben-lee,2018
236,Plyometric technical models: biomechanical principles,https://pureportal.coventry.ac.uk/en/publications/plyometric-technical-models-biomechanical-principles,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy,Jun 2018
237,Presentation and communication of results,https://pureportal.coventry.ac.uk/en/publications/presentation-and-communication-of-results,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy,Oct 2018
238,Quadriplegia: The challenge of thermoregulation,https://pureportal.coventry.ac.uk/en/publications/quadriplegia-the-challenge-of-thermoregulation,"Price, M. J.",https://pureportal.coventry.ac.uk/en/persons/mike-price,Jul 2018
239,"Relationships between Motor Competence, Physical Activity, and Obesity in British Preschool Aged Children",https://pureportal.coventry.ac.uk/en/publications/relationships-between-motor-competence-physical-activity-and-obes,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre,21 Nov 2018
240,"Reliability, validity and measurement error",https://pureportal.coventry.ac.uk/en/publications/reliability-validity-and-measurement-error,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy,Oct 2018
241,"Role of Dietitians in the Leadership of Evidence Based Practice, Quality and Audit",https://pureportal.coventry.ac.uk/en/publications/role-of-dietitians-in-the-leadership-of-evidence-based-practice-q,,,9 Jan 2018
242,S-acylation regulates the trafficking and stability of the unconventional Q-SNARE STX19,https://pureportal.coventry.ac.uk/en/publications/s-acylation-regulates-the-trafficking-and-stability-of-the-unconv,"Greaves, J.",https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves,22 Oct 2018
243,Seasonal changes in physical qualities of elite youth soccer players according to maturity status: comparisons with aged matched controls,https://pureportal.coventry.ac.uk/en/publications/seasonal-changes-in-physical-qualities-of-elite-youth-soccer-play,"Morris, R.",https://pureportal.coventry.ac.uk/en/persons/rhys-morris,23 Mar 2018
244,Self-perceived and Actual Motor Competence in Young British Children,https://pureportal.coventry.ac.uk/en/publications/self-perceived-and-actual-motor-competence-in-young-british-child,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,1 Apr 2018
245,Sugar and Cocoa: Sweet Synergy or Bitter Antagonisms: Formulating Cocoa and Chocolate Products for Health: A Narrative Review,https://pureportal.coventry.ac.uk/en/publications/sugar-and-cocoa-sweet-synergy-or-bitter-antagonisms-formulating-c,"Amund, D.",https://pureportal.coventry.ac.uk/en/persons/daniel-amund,Jan 2018
246,The Acute Physiological Effects of High and Low Velocity Resistance Exercise in Older Adults,https://pureportal.coventry.ac.uk/en/publications/the-acute-physiological-effects-of-high-and-low-velocity-resistan,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,Sep 2018
247,The association between sleeping time and metabolic syndrome features among older adults living in Mediterranean region. The MEDIS study.,https://pureportal.coventry.ac.uk/en/publications/the-association-between-sleeping-time-and-metabolic-syndrome-feat,,,1 Feb 2018
248,The characteristics of competitive organ transplant athletes,https://pureportal.coventry.ac.uk/en/publications/the-characteristics-of-competitive-organ-transplant-athletes,"Leddington Wright, S.",https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright,Nov 2018
249,The Effect of Increasing Age on the Concentric and Eccentric Contractile Properties of Isolated Mouse Soleus and Extensor Digitorum Longus Muscles,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-increasing-age-on-the-concentric-and-eccentric-cont,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james,17 Apr 2018
250,The effects of 10 weeks Integrated Neuromuscular Training on fundamental movement skills and physical self-efficacy in 6-7 year old children,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-10-weeks-integrated-neuromuscular-training-on-fund-2,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan,1 Dec 2018
251,"The effects of exercise referral schemes in the United Kingdom in those with cardiovascular, mental health, and musculoskeletal disorders: a preliminary systematic review",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exercise-referral-schemes-in-the-united-kingdom-in,"Rowley, N.",https://pureportal.coventry.ac.uk/en/persons/nikita-rowley,2 Aug 2018
252,The Effects of Low and Moderate Dose Caffeine Supplementation on Upper and Lower Body Maximal Voluntary Concentric and Eccentric Muscle Force,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-low-and-moderate-dose-caffeine-supplementation-on-,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis,Mar 2018
